,Posição,Endereço,Área,Quartos,Banheiros,Vagas,Condomínio,IPTU,Descrição,Status,Página,Preço
108,13,"Travessa do Cajueiro, Itapuã",236 ,2,2,3,,,Casa grande com varanda quintal e cobertura reformada tendo mais duas casas ao lado de q/s ja alugadas garadem pra 2 ou 3 carros vendo tudo ou separadas total 250 mil ou a da frent...,Comum,1,250000
109,14,"Travessa Nossa Senhora da Vitória, Itapuã",70 ,2,2,1,,,"Tell:  Consultora: Kauane Silva -Promissória com 50% de entrada, sem consulta SPC/SERASA. - Financiamento bancário em até 360 meses - Cartão de crédito em até 12x. com entrada míni...",Comum,1,90000
110,15,"Vila Canária, Salvador",85 ,2,2,1,,,"7 1 𝟵𝟴𝟳𝟵𝟴𝟬𝟱𝟮𝟲 ( CONSULTE JÁ NOSSAS CONDIÇÕES)!!!!!!!!!  GRANDE OPORTUNIDADE PARA SAIR DO ALUGUEL!!!!!  IMÓVEL BEM LOCALIZADO, CASA INDEPENDENTE, FRENTE DE RUA, PRÓXIMA DE...",Comum,1,125000
111,16,"Rua Novo Paraíso, Boca do Rio",60 ,3,2,2,,,"3/4, sendo uma suite, cozinha, área de serviço e banheiro.  Imóvel com piso cerâmico, gradeada, térreo, portão frontal de ferro e 2 vagas de garagem.   Próximo ao Restaurante Barga...",Comum,1,180000
112,17,"Avenida Jorge Amado, Imbuí",70 ,3,4,,,,"Facilitamos a sua adesão da casa PRÓPRIA. 16.000 de entrada e NEGOCIAMOS AS PARCELAS. aceitamos todos os bancos, FGTS, cartão de crédito. Agora não existe mais motivos para você co...",Comum,1,160000
113,18,"Rua Raul Leite, Vila Laura",97 ,3,3,2,640,180,"VILLA PRIVILEGE WHATS 7 1 9 9 3 3 6 8 7 7 6  Excelente Apartamento NASCENTE, 3/4 sendo uma suíte, bem distribuído em 97m², 3 banheiros, dependência, varanda espaçosa, 2 vagas de ga...",Comum,1,700000
114,19,"Brotas, Salvador",89 ,2,2,1,,,"7 1 𝟵𝟴𝟳𝟵𝟴𝟬𝟱𝟮𝟲 ( PARA MAIORES INFORMAÇÕES)!!!!!   SAIA JÁ DO ALUGUEL E REALIZE O SONHO DA CASA PRÓPRIA!!!!!  IMÓVEL BEM LOCALIZADO, CASA INDEPENDENTE, FRENTE DE RUA, PRÓXIM...",Comum,1,135000
115,20,"Rua Rodrigues Dórea, Armação",40 ,1,1,1,590,34,"O apartamento no bairro Armação com 40 metros quadrados com 1 quarto e 1 banheiro Possui área de fitness, espaço para festas. Vai lhe possibilitar curtir os dias mais quentes na pi...",Comum,1,265000
116,21,"Rua das Patativas, Imbuí",68 ,2,2,1,,,"Contato -  Entrada 32Mil + Parcelas combinar  A casa está localizado no bairro Imbui tem 68 metros quadrados com 2 quartos e 1 banheiro Possui área verde de jardim, Próximo ao GELA...",Comum,1,32000
117,22,"Mussurunga I, Salvador",89 ,2,2,1,,,"7 1 𝟵𝟴𝟳𝟵𝟴𝟬𝟱𝟮𝟲 ( CONSULTE JÁ NOSSAS CONDIÇÕES)!!!!!!  CHEGA DE PAGAR ALUGUEL !!!! TRAGO CONDIÇÕES PARA TODOS OS PERFIS FINANCEIROS!!!!!  BELA CASA, FRENTE DE RUA, REGIÃO TR...",Comum,1,128000
118,23,"Avenida Oceânica, Barra",118 ,3,3,1,1080,,O apartamento está localizado no bairro Barra possui 118 metros quadrados com 3 quartos sendo 1 suite e 3 banheiros   O BAIRRO MAIS COBIÇADOS DE SALVADOR BARRA  VISTA MAR VITALÍCIA...,Destaque,1,890000
119,24,"Avenida Aliomar Baleeiro, Nova Brasília",290 ,,,5,300,40,"estrutura para empresa 5 vagas 5 salas, 5 banheiros, deposito para armazenar material etc portaria 24 hs lugar super tranquilo com área verde. de fácil acesso de caminhões e carro...",Comum,1,15800
120,1,"Rua Nogueira Acioli, Joaquim Tavora",51 - 65 ,2 - 3,2 - 3,1 - 2,,,"Modernidade, conforto e acessibilidade. Elementos que caracterizam o BS Jade, aliados ao padrão BSPAR de construir. O empreendimento terá duas torres e dois subsolos de garagem, al...",Na planta,1,
121,2,"Rua Gonçalves Ledo, Centro",100 ,3,4,2,,,LAZER COMPLETO Piscina adulto e infantil com deck Churrasqueira Sala de Jogos Salão de Festas Espaço gourmet Mini Campo Fitness equipado Brinquedoteca Playground Home cinema!,Em construção,1,
122,3,"Rua Gonçalves Ledo, Centro",100 ,3,4,3,,,"Venha morar onde o melhor da vida acontece!  Rua Gonçalves Lêdo, 1111 - Esquina com Rua Fiúza de Pontes.   3 apartamentos por andar, 2 elevadores, 2 vagas.  Piscina adulto e infant...",Em construção,1,759000
123,4,"Rua Doutor Rodrigo Codes Sandoval, Maraponga",66 ,3,2,1,350,75,"Venda   Lindo apartamento no condomínio Giardine di Padova Localizado na Maraponga na rua Rodrigo Codes Sandoval, 250.  O apartamento está projetado, piso em porcelanato tipo A, be...",Super destaque,1,350000
124,5,"Rua Marcos Macêdo, Aldeota",445 ,5,5,4,3500,,"O apartamento no bairro Aldeota tem 445 metros quadrados com 5 quartos sendo 3 suites e 5 banheiros Possui espaço gourmet, salão de festas, espaço jardinado. Vai lhe possibilitar t...",Super destaque,1,1300000
125,6,"Rua José Vilar, Meireles",186 ,3,4,3,2100,,"Apartamento a poucas quadras da Beira Mar, com 186,58m², 01 apartamento por andar, todo em porcelanato, planejado, teto rebaixado, ampla sala com 03 ambientes, varanda com vista ma...",Super destaque,1,1290000
126,7,"Barroso, Fortaleza",175 ,3,3,2,,,A casa está localizado no bairro Barroso possui 175 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros,Comum,1,20000
127,8,"Aerolândia, Fortaleza",180 ,3,2,2,,,A casa no bairro Aerolândia tem 180 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,25000
128,9,"Mondubim, Fortaleza",175 ,3,2,3,,,A casa está localizado no bairro Mondubim possui 175 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros,Comum,1,25000
129,10,"Rua 4, Passaré",120 ,3,2,2,,,A casa no bairro Passaré com 120 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,20000
130,11,"Aerolândia, Fortaleza",180 ,3,2,2,,,A casa no bairro Aerolândia com 180 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,30000
131,12,"Antônio Bezerra, Fortaleza",185 ,3,2,2,,,A casa no bairro AntônioBezerra tem 185 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,30000
132,13,"Rua Jorge Figueiredo, Pedras",84 ,3,2,2,,,A térrea no bairro Pedras tem 84 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros,Comum,1,145000
133,14,"Rua Jorge Figueiredo, Pedras",95 ,3,2,2,,,"Ref: 2014, bairro PARQUE DOM PEDRO II, 3 dormitórios, 2 banheiros, 2 vagas de garagens, área construída 95,50 m²  Bairro: PARQUE DOM PEDRO II Área Construída: 95,50 m²  Casas de 3...",Comum,1,160000
134,15,"Rua Santa Efigênia, Messejana",145 ,3,3,3,,,"Venha morar no melhor da região, casa com preço maravilhoso. Quer saber mais sobre essa casa?Me liga . Lúcio Aguiar - 85.999ACEITAMOS FINANCIAMENTO BANCARIO",Comum,1,374900
135,16,"Rua 02 A do Cidade Jardim Fortaleza Gleba A, Prefeito José Walter",175 ,3,2,2,,,A casa no bairro Prefeito José Walter com 175 metros quadrados com 3 quartos sendo 2 suites e 2 banheiros,Comum,1,20000
136,17,"Rua Jorge Figueiredo, Pedras",70 ,2,2,2,,,"Chega de pagar aluguel. Já é hora de morar no que é seu.  Ref: 2076, bairro GERERAÚ, 2 dormitórios, 1 suíte, 2 banheiros, 2 vagas de garagens, área construída 74,00 m²  Área Constr...",Super destaque,1,135000
137,18,"Rua 1, Messejana",150 ,3,3,2,,,A casa está localizado no bairro Messejana com 150 metros quadrados com 3 quartos sendo 2 suites e 3 banheiros,Comum,1,18000
138,19,"Edson Queiroz, Fortaleza",175 ,3,3,2,,,EXCELENTE OPÇÃO DE CASA NOVA !!! ENTRADAS A PARTIR DE:25.000 PARCELAS A COMBINAR  CASA COM : 3 QUARTOS  3 BANHEIROS COZINHA AMERICANA  GARAGEM PARA 2 CARROS  ENTRADA REDUZIDA PARA...,Comum,1,25000
139,20,"Rua Santa Efigênia, Messejana",150 ,2,2,2,,,"2 Quartos sendo 1suite ,banheiro social, sala ,varanda, toda na cerâmica, lado sombra, churrasqueira . local habitado , transporte ,escola , creche tempo integral, supermercado , t...",Comum,1,150003
140,21,"Passaré, Fortaleza",190 ,4,3,3,,,"CASA NO PASSARE , ACEITAMOS ENTRADA+PARCELAS Entrada a partir de 30mil com parcelas a partir de 500 (valor a combinar)  •4 Quartos •3 Banheiros •3 Vagas na garagem  •Cozinha  •Sala...",Comum,1,30000
141,22,"Passaré, Fortaleza",190 ,3,3,2,,,"CASA NO PASSARE , ACEITAMOS ENTRADA+PARCELAS Entrada a partir de 30mil com parcelas a partir de 500 (valor a combinar)  •3 Quartos •3 Banheiros •2Vagas na garagem  •Cozinha  •Sala...",Comum,1,30000
142,23,"Rua Jorge Figueiredo, Pedras",83 ,2,2,2,,,"Código: 1835 Observação: ESCRITURA GRÁTIS Bairro: PARQUE DOM PEDRO II Área Construída: 83,50 m² Terreno Frente: 5,21 Metros Terreno Fundo: 25,00 Metros  Casas nova, são 2 quartos,...",Comum,1,160000
143,24,"Fátima, Fortaleza",113 ,3,2,3,,,A casa está localizado no bairro Fátima possui 113 metros quadrados com 3 quartos sendo 1 suite e 2 banheiros,Comum,1,35000
144,1,"SQNW 102 Bloco F, Setor Noroeste",263 ,3,5,3,,,"Cobertura Duplex de 3 Suítes Noroeste - Parque das Castanheiras  Seja bem-vindo(a) ao Parque das Castanheiras, Cobertura Duplex de 3 quartos, sendo 3 suítes no Noroeste: Viva o ext...",Na planta,1,
145,2,"SQNW 302 Bloco H, Setor Noroeste",153 ,2,3,2,,,"Cobertura Duplex 2 quartos, com até 2 suítes Noroeste - Parque das Palmeiras.  Seja bem-vindo(a) ao Parque das Palmeiras, Cobertura Duplex de 2 quartos, sendo até 2 suítes no Noroe...",Na planta,1,2113929
146,3,"SQNW 302 Bloco H, Setor Noroeste",71 ,2,3,1,,,"Apartamento 2 quartos, com até 2 suítes Noroeste - Parque das Palmeiras.  Seja bem-vindo(a) ao Parque das Palmeiras, apartamento de 2 quartos, sendo até 2 suítes no Noroeste: Um co...",Na planta,1,1080181
147,4,"SMPW Quadra 1, Park Way",350 ,4,5,5,,2000,"Casa terrea , 04 quartos, Park Way , aceita financiamento  Vieira Costa Imob Vende Casa Park Way Terrea 04 Quartos  Casa Colonial, Park Way, Próximo ao Bandeirantes, Aguas Claras,...",Super destaque,1,1700000
148,5,"CCSW 1, Setor Sudoeste",26 ,1,1,1,410,,"A TOP LINE PRIME tem orgulho de oferecer um novo conceito de morar bem.   Localizado no coração de Brasília, junto ao Eixo Monumental e próximo à Esplanada dos Ministérios.   A pou...",Super destaque,1,460000
149,6,"Rua Bolivar II, Ponte Alta Norte",220 ,3,4,4,,,"Localizada na ponte alta norte, próximo a comércios, acesso de ônibus, padarias   Imóvel de altíssimo padrão  - 03 suítes  - sala com pé direito duplo  - piscina com lounge - área...",Super destaque,1,1000000
150,7,"Avenida Eucalipto Quadra 204 Conjunto 7, Recanto das Emas",135 ,2,2,2,,400,"Casa a venda em Recanto das Emas, na Avendia Eucalipto . A casa composta por: 2 quartos amplos sendo 1 suíte Banheiro com Hidromessagem Quintal, área de serviço Garegem para 3 carr...",Comum,1,180000
151,8,"QR 308 Conjunto E, Santa Maria",130 ,3,2,2,,,"A casa no bairro Santa Maria possui 130 metros quadrados com 3 quartos sendo 1 suite, 2 banheiros-corretor Antonio; 9. Whatsapp",Comum,1,135000
152,9,"Quadra 307 Conjunto 20, Recanto das Emas",175 ,4,3,2,,,"Vendo casa na Quadra 307 Conjunto 20 - Recanto das Emas  Casa principal com: 2 quartos, 2 suítes, sala, cozinha, área de serviço, quintal coberto, vaga de garagem para 2 carros.  B...",Comum,1,160000
153,10,"QS 412 Conjunto F, Samambaia Norte",50 ,2,1,1,1,1,fone e WhatsApp ( 6 1 ) 9 8 4 8 6 6 7 7 3  Interessados entrar em contato.    - 02 Quartos  - 01 Banheiro  - Cozinha com armários planejados - Garagem coberta  - Portão eletrônico...,Destaque,1,210000
154,11,"QR 431 Conjunto 23, Samambaia Norte",150 ,3,2,5,,300,Ágio sem transferência Caixa Econômica Casa   Parte térrea  Casa com 2 Quartos Grandes Banheiro social Sala de estar Cozinha  Área de serviço com 2 tanques.  Garagem para 5 carros...,Destaque,1,49990
155,12,"QNO 17 Conjunto 17, Ceilandia Norte",180 ,4,2,4,,,"Ágio Casa QNO 17 cj 17 casa 13- Ceilândia Ágio: 70 mil; Prestação: 1.790,00;  Saldo devedor: 230.000,00 Casa com dois quartos, sala, cozinha, banheiro social, area de serviço e gar...",Comum,1,70000
156,13,"Setor de Indústrias, Setor Leste",48 ,2,1,1,240,,"Ótimo apartamento reformado com 2 quartos, sala, cozinha e área de serviços. 5º andarSetor Central Gama Res. Europa Corretor Antonio: 9. Whatsapp",Comum,1,150000
157,14,"QR 411 Conjunto 4, Samambaia Norte",115 ,2,1,2,,,Casa 2 quartos Samambaia norte QR 411  Casa na LAJE em Samambaia Norte Qr 411 Área útil 96m² 02 Quartos 01 Banheiro 01 Sala 01 Cozinha 02 Vagas de garagem Área de serviços  Barroco...,Comum,1,270000
158,15,"Quadra 7, Setor Oeste",108 ,2,1,2,,,"vendo casa com 2 quartos, sala, cozinha, banheiro social, piso cerâmica, mais uma kit com dois cômodos sendo sala e cozinha conjugados, banheiro social, piso cerâmica. Próximo merc...",Comum,1,95000
159,16,"QR 113 Conjunto 12, Samambaia Sul",90 ,3,2,2,,,"Casa com 03 qts sendo um suíte, sala. cozinha, banheiro social, cerâmica, telha grossa, garagem coberta, corredor, quintal, Escriturado e registrado.",Comum,1,140000
160,17,"QNN 27, Ceilandia Norte",64 ,2,2,2,753,531,"APARTAMENTO NO RESIDENCIAL ALLEGRO – SHOW DE MORAR DA CEILÂNDIA  2 QUARTOS TODO PLANEJADO EM ARMÁRIOS, SENDO 1 QUARTO SUÍTE COM BOX, ESPELHO, ARMÁRIO NO BANHEIRO, BANHEIRO SOCIAL C...",Destaque,1,310000
161,18,"Quadra 200 Conjunto K, Setor Habitacional Sol Nascente",80 ,2,1,4,,,"Casa 02 quartos no sol nascente (aceita financiamento)  Casa Térrea sol nascente  *DESCRIÇÃO DO IMÓVEL*  - 200m² Área total - 80m² Área construída - 02 Quartos, sendo 01 suíte - Sa...",Comum,1,180000
162,19,"Rua 500, Setor Meireles",60 ,3,2,1,363,,"Apartamento com, 60m², original de 3 quartos, suite, dois banheiros com box, Sala, cozinha com armário, área de serviços. - Aceita carro como parte de pagamento. Lazer completo; Ac...",Comum,1,68000
163,20,"QN 403, Samambaia Norte",55 ,2,1,1,485,488,"O apartamento no bairro Samambaia Norte com 55 metros quadrados com 2 quartos e 1 banheiro Possui área de fitness, área de brinquedo para as crianças, salão de festas.Fica em um co...",Comum,1,210000
164,21,"Quadra 601, Recanto das Emas",300 ,4,1,4,,,"vendo ótimo sobrado com 4 quartos, sendo um no térreo 3 quartos no primeiro andar, com duas salas, um banheiro social, área de serviço, toda na cerâmica, garagem para mais de 4 car...",Comum,1,160000
165,22,"QN 320, Samambaia Sul",50 ,2,2,1,,,"Apartamento 2 quartos sendo 1 suite e Planejados - Samambaia QN 320   * Edifício URBAN 320 - QUADRA QN 320, SAMAMBAIA SUL *  - 02 Quartos sendo 01 suíte - Armários planejados - 5°A...",Comum,1,130000
166,23,"QNO 13 Conjunto M, Ceilandia Norte",240 ,4,4,3,,,R.A IMÓVEIS VENDE: Excelente Sobrado QNO 13 Setor O - 4 quartos com 3 suítes    Imóvel composto por: Todo na laje; 1º piso todo no porcelanato; Sala em 2 ambientes; Copa e cozinha...,Destaque,1,495000
167,24,"EQ 55/56, Gama",55 ,2,1,1,240,,"Excelente oportunidade!Apartamento com 02 quartos, sala, cozinha, varanda grande, 6 andar de canto.",Super destaque,1,159000
168,1,"Rua das Marrecas, Centro",32 - 66 ,1,1,,,,"Hub Coliving. Studios com área de convivência integrada. Sua vida conectada às facilidades do Centro e ao estilo de vida da Zona Sul, em apartamentos studio com área de convivência...",Na planta,1,
169,2,"Rua Ubaldino do Amaral, Centro",38 - 69 ,1 - 2,1 - 2,1,,,"A vida prática e moderna, como nas cidades mais admiradas do mundo Nova York, Paris, Tóquio, Londres ou Barcelona inspira um novo jeito de morar. Sua casa precisa ter a sua cara, o...",Pronto para morar,1,349900
170,3,"Rua Irineu Marinho, Centro",35 ,1 - 2,1,,,,"Cores do Rio Centro da Cidade RJ: É o primeiro projeto do Reviver Centro. Um residencial com alma carioca, alegria e samba feito de gente bamba, uma mistura de raças e culturas. As...",Na planta,1,272000
171,4,"Rua Aleixo Netto, Praia do Canto",110 ,3,1,2,,,Imóvel Referência: 10858 Tipo: Apartamento Quartos: 3 Bairro: Praia do Canto  LANÇAMENTO!!!  Os apartamentos são modernos e é possível personalizá-los de acordo com o estilo ou a n...,Super destaque,1,2058000
172,5,"Mata da Praia, Vitória",373 ,4,5,3,1500,2200,"Imóvel alto padrão de acabamento na Mata da Praia com localização privilegiada, disponível para venda!!!  Casa em condomínio fechado LORENGE BAUHAUS:  Essa linda Casa Triplex conta...",Super destaque,1,2900000
173,6,"Rua Fortunato Ramos, Praia do Canto",80 ,2,2,1,700,426,"More em um excelente apartamento amplo e arejado de 02 quartos com aproximadamente 80 m², armários nos quartos, cozinha e no banheiro, o apartamento possui área de serviço, quarto...",Super destaque,1,430000
174,7,"Santos Reis, Vitória",160 ,2,2,1,,,"Tratar com Kamilly - 2️⃣7️⃣9️⃣9️⃣9️⃣7️⃣5️⃣9️⃣2️⃣5️⃣8️⃣  A casa está localizado no bairro Santos Reis tem 160 metros quadrados com 2 quartos sendo, 2 suites e 2 banheiros, cozinha a...",Comum,1,15000
175,8,"Rua José Anchieta Fontana, Jardim Camburi",109 ,3,3,2,390,918,"(JR1006) - APARTAMENTO À 400M DA ORLA DA PRAIA DE CAMBURI com 3 dormitórios, sendo 1 suíte, possui 3 banheiros, 2 vagas de garagem.  Área Total de 109,00 m².  Valor do Imóvel R$ 76...",Destaque,1,760000
176,9,"Santo Antônio, Vitória",120 ,2,1,1,,,"Casa bem espaço e iluminada, com quintal amplo podendo construir se quiser. Oportunidade única de sair do aluguel utilizando o seu FGTS.  Para mais informações e visita: 2️⃣7️⃣9️⃣9...",Comum,1,165000
177,10,"Rua Amélia da Cunha Ornelas, Bento Ferreira",65 ,2,2,2,550,600,"O apartamento está localizado no bairro Bento Ferreira tem 65 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros Possui academia, parquinho com diferentes brinquedos, espaç...",Destaque,1,580000
178,11,"Mata da Praia, Vitória",83 ,2,2,1,600,56,"Descrição Sobre o imóvel  Apartamento possui, sala para dois ambientes, 2 quartos, sendo uma suíte, com armários planejados de primeira linha, quarto de solteiro também com armário...",Destaque,1,900000
179,12,"Santa Martha, Vitória",130 ,3,1,1,,,"Casa bem arejada e com excelente localização, possui um quintal e vaga para carros e moto.  Possibilidade de financiamento bancário ou então pelo boleto da loja.  Para mais informa...",Comum,1,180000
180,13,"Praça Maria Costa Perovano, Grande Vitória",100 ,2,2,1,,,A casa no bairro Solon Borges com 100 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros.mais informções:,Comum,1,200000
181,14,"Avenida Nossa Senhora da Penha, Santa Lúcia",38 ,,1,1,450,,"Sala à Venda, 38m² por R$ 155.000. Santa Lúcia - Vitória/ES   Encontrar o imóvel dos sonhos nunca foi tão fácil como na parceria entre a Arbo e a IM imóveis!   Basta preencher o fo...",Comum,1,155000
182,15,"Republica, Vitória",200 ,2,1,2,,,A casa foi reformada tem um mês to pedindo 190mil avista mas aceito 50mil de sinal + parcelas,Destaque,1,190000
183,16,"Itararé, Vitória",130 ,2,1,1,,,Essa casa fica localizada em um bairro bem tranquilo e familiar próximo ao posto de saúde. A casa possui escritura e não tem nenhuma dívida.  Interessados deixar o número de contat...,Comum,1,140000
184,17,"Rua Aluysio Simões, Bento Ferreira",80 ,2,2,1,400,,"Luxo de 02 quartos em Bento Ferreira - Vitória   Apartamento de 02 quartos, sendo 01 suíte, Lindamente montado e decorado, Novíssimo, Porcelanato, Iluminação em Led, 79m2 de área ú...",Comum,1,799000
185,18,"Rua Carijós, Jardim da Penha",90 ,3,3,2,500,,"▫️Apartamento em Jardim da Penha. 3 quartos sendo 1 suíte, sala para 2 ambientes, cozinha, DCE, frente, andar alto sol da manhã, 3 banheiros.  Montado.  90,54m2 e 2 vagas.  Área de...",Comum,1,690000
186,19,"Tabuazeiro, Vitória",130 ,3,1,1,,,Essa casa fica localizada em um bairro bem tranquilo e familiar próximo ao posto de saúde. A casa possui escritura e não tem nenhuma dívida.  Interessados deixar o número de contat...,Comum,1,220000
187,20,"Rua Izidro Benezath, Enseada do Suá",352 ,4,3,4,,,"Ótima casa duplex na Enseada do Suá, com 4 quartos sendo duas suítes, piscina, quintal, estacionamento e em uma excelente localização. Próximo ao Shopping vitória. Ideal para clíni...",Comum,1,15000
188,21,"Rua Amâncio Pereira, Jucutuquara",100 ,2,2,2,,,A casa está localizado no bairro Jucutuquara tem 100 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros. mais informações,Comum,1,200000
189,22,"Santo Antônio, Vitória",130 ,3,1,1,,,"Casa bem espaço e iluminada, com quintal amplo podendo construir se quiser. Oportunidade única de sair do aluguel utilizando o seu FGTS.  Para mais informações e visita: 2️⃣7️⃣9️⃣9...",Comum,1,150000
190,23,"Republica, Vitória",140 ,2,2,3,,,"OPORTUNIDADE ÚNICA   Á vista: R$210mil  Entrada: R$25mil  Parcelamento a partir de R$550  Casa com sala, cozinha, 2 quartos, banheiro, garagem.   Condições para negativados , autôn...",Comum,1,210000
191,24,"Avenida Adalberto Simão Nader, Grande Vitória",100 ,2,2,2,,,"A casa está localizado no bairro República com 100 metros quadrados com 2 quartos sendo 1 suite e 2 banheiros.  Casa bem arejada e com excelente localização, possui um quintal e va...",Comum,1,250000
192,1,"Rua 22, Setor Oeste",219 ,4,6,4,,,"Adagio - Opção de 3 suítes com possibilidade de ampliação de sala e suíte master; Elevador Privativo / Ouça a calmaria tocar o seu coração  Rua 22, a primeira acima da Praça do Sol...",Em construção,1,1684727
193,2,"Rua 22, Setor Oeste",148 ,3 - 4,5,3,,,"Moderato - Sala com mega esquadria e balcão que proporcionam melhor ventilação, iluminação natural e vista panorâmica; Elevador privativo / Encontre o equilíbrio em cada detalhe  R...",Em construção,1,1088094
194,3,"Rua 22, Setor Oeste",88 ,2 - 3,3,2,,,"Allegro -Opção de transformar em 3 quartos; Mega esquadrias que proporcionam melhor ventilação e iluminação natura. / Deixe a felicidade ditar o tom.  Rua 22, a primeira acima da P...",Em construção,1,651407
195,4,"Avenida T 3, Setor Bueno",103 ,3,5,2,,,"Apartamento no Setor Bueno, 3 suítes plenas, elevador privativo, churrasqueira a carvão, porcelanato 80x80, próximo do Vaca Brava, lazer completo, com quadra poliesportiva, sauna,...",Super destaque,1,728726
196,5,"Rua Amapá, Vila João Vaz",210 ,3,4,4,,,"*Vila João Vaz 210 m² de construção e 450m² de área total  3 quartos sendo 1 suíte + Office 4 vagas de garagem  Espaço gourmet com piscina, churrasqueira Completo em armários Alto...",Super destaque,1,1250000
197,6,"Setor Bueno, Goiânia",350 ,4,6,4,,,"CÓDIGO DO IMÓVEL: AP2843  LOCALIZAÇÃO: Uber Luxury Style - Privilegiado pela localização, em frente a Praça T-23 no coração do Setor Bueno, próximo ao Parque Vaca Brava e Goiânia S...",Super destaque,1,4300000
198,7,"Rua 7, Setor Oeste",79 ,3,3,2,550,,"Apartamento localizado no Setor Oeste São 79m², com 3 suítes sendo 2 americanas Sala ampla, integração comVaranda e cozinha.  Posição Solar: nascente Área de lazer completa: Academ...",Destaque,1,645000
199,8,"Rua T 55, Setor Bueno",75 ,2,3,2,595,,"2 SUITES EASY LIFE - SETOR BUENO (Duplex)  - 75m² - 2 suítes plenas - Pav. Superior: 2 suítes plenas, todas com armários, Suíte principal com ar-condicionado, Cabeceira de cama com...",Comum,1,680000
200,9,"Rua André Henrique, Residencial Sao Marcos",125 ,2,2,2,2,3,"A SUA OPORTUNIDADE CHEGOU , PODE ACREDITAR ESSA CASA EXISTE, mais detalhes me chama aqui e já vamos marcar uma VISITA👊🙏  A casa no bairro Residencial São Marcos possui 125 metros...",Comum,1,165000
201,10,"Avenida Leblon, Jardim Atlântico",68 ,2,2,1,320,,Residencial New Park  68m2 2 quartos sendo 1 suíte 1 vaga de garagem  Sol nascente Bancada e cozinha no Nanoglass Banheiros em Bege Bahia e Cuba de sobrepor Cortina de Vidro Heike...,Destaque,1,355000
202,11,"Rua C 137, Jardim América",58 ,2,1,,,,"Apartamento com 58m², 2 quartos, 1 banheiro, cozinha com armários, portaria 24 horas, salão de festas, excelente localização entre Av. T9 e T63 Jd.América.  Mesma rua do Goiânia sh...",Comum,1,149000
203,12,"Rua Paulo Rodrigues, Residencial Buena Vista III",61 ,2,2,2,,5,"* Casa nova 2 quartos com suíte no setor Buena vista Goiânia.   Entrada a partir de 15.000,00   * São 2 quartos sendo um suíte, banheiro social, sala, cozinha americana, garagem e...",Comum,1,160000
204,13,"Rua JAV 1, Jardim Gardênia",70 ,2,1,2,150,,"🏠 Linda casa térrea Condomínio Gardênia - Goiânia!  Casa toda reformada, preço de oportunidade!  ✅ 2 quartos, sala, cozinha e 1 banheiro  ✅ Piso no porcelanato, armários planejado...",Destaque,1,200000
205,14,"Avenida Perimetral Oeste, Jardim Bonanza",180 ,3,2,2,,,Descrição  ATENÇÃO   CORRA E APROVEITE AS CONDIÇÕES E TAXAS DE JUROS   Descrição  ATENÇÃO   CORRA E APROVEITE AS CONDIÇÕES E TAXAS DE JUROS   AV PERIMENTRAL OESTE - Goiânia próximo...,Comum,1,550000
206,15,"Rua 238, Vila Jaraguá",60 ,2,1,1,280,,"Apartamento de 02 quartos Vila Jaraguá. Apartamento de 02 quartos, banheiro social, cozinha grande, sala ampla com varanda, 01 vaga de garagem (coberta).   Apartamento todo no porc...",Comum,1,228000
207,16,"Moinho dos Ventos, Goiânia",116 ,3,3,2,,,"CASA NO BAIRRO MOINHO DOS VENTOS.  Casa 3 quartos sendo 1 suíte, sala pé direito duplo, sanca, 3D, desing iluminação full led, pintura cristal, fechadura digital, pontos de ar cond...",Destaque,1,369000
208,17,"Rua Dona Sinhá, Residencial Santa Fe",75 ,2,1,3,,,"Entre em contato Garcia Corretor   Casa com 2 quartos sendo 1 suíte, corredor lateral, 75 metros de área construída e 125 metros de lote. Sala, cozinha americana, banheiro social,...",Comum,1,185000
209,18,"Rua PLH 1, Park Lozândes",43 ,1,1,1,250,,"Excelente Apartamento com 42,93 m², com 01 quarto suíte, sala conjugada com cozinha, varanda, novo, Andar alto, uma vaga subsolo.  O Condomínio Live Tower Lozandes é bem equipado c...",Destaque,1,265000
210,19,"Avenida C 1, Jardim América",110 ,3,2,2,,,"Apartamento no Jardim América ! 3 Quartos !  Com 110m,  3 quartos + dependência de empregada  Todo no porcelanato e granito.  Armários planejados em tudo. 2 garagens paralelas. Esc...",Comum,1,360000
211,20,"Rua Desembargador Eládio Amorim, Vila Rosa",52 ,2,2,1,300,500,🏙NEAR LORENZZO RESIDENCE 🛌2 Quartos sendo um suíte 🍽1 Cozinha intregada  🛋1 Sala intregada com a cozinha 🧼1 Banheiro social 📐52 m² metros quadrados 🚘1 Vaga garagem 1 9º Anda...,Comum,1,295000
